ファイル名,学年,単元名,項目名,IRT困難度_300尺度,IRT困難度_theta換算,識別力_300尺度,識別力_theta換算,推定誤差_300尺度,推定誤差_theta換算,識別力の推定誤差_300尺度,識別力の推定誤差_theta換算,学習前提単元名,学習前提項目名
m-jh2-A-03-05bｰ01.txt,中学2年,連立方程式,代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く,141.5,2.830,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,移項を利用した１次方程式の解き方；連立方程式とその解
m-jh2-A-03-05bｰ02.txt,中学2年,連立方程式,代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く,144.5,2.890,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,移項を利用した１次方程式の解き方；連立方程式とその解
m-jh2-A-03-05bｰ03.txt,中学2年,連立方程式,代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く,141.5,2.830,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,移項を利用した１次方程式の解き方；連立方程式とその解
m-jh2-A-03-05bｰ04.txt,中学2年,連立方程式,代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く,144.5,2.890,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,移項を利用した１次方程式の解き方；連立方程式とその解
m-jh2-A-03-05sｰ01.txt,中学2年,連立方程式,代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く,158.5,3.170,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,移項を利用した１次方程式の解き方；連立方程式とその解
m-jh2-A-03-05sｰ02.txt,中学2年,連立方程式,代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く,161.5,3.230,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,移項を利用した１次方程式の解き方；連立方程式とその解
m-jh2-A-03-05sｰ03.txt,中学2年,連立方程式,代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く,164.5,3.290,0.0166,0.830,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,移項を利用した１次方程式の解き方；連立方程式とその解
m-jh2-A-03-05sｰ04.txt,中学2年,連立方程式,代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く,158.5,3.170,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,移項を利用した１次方程式の解き方；連立方程式とその解
m-jh2-A-03-06bｰ01.txt,中学2年,連立方程式,加減法か代入法を選んで解く,143.5,2.870,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,かっこのある方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-06bｰ02.txt,中学2年,連立方程式,加減法か代入法を選んで解く,146.5,2.930,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,かっこのある方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-06bｰ03.txt,中学2年,連立方程式,加減法か代入法を選んで解く,143.5,2.870,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,かっこのある方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-06bｰ04.txt,中学2年,連立方程式,加減法か代入法を選んで解く,146.5,2.930,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,かっこのある方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-06sｰ01.txt,中学2年,連立方程式,加減法か代入法を選んで解く,160.5,3.210,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,かっこのある方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-06sｰ02.txt,中学2年,連立方程式,加減法か代入法を選んで解く,163.5,3.270,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,かっこのある方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-06sｰ03.txt,中学2年,連立方程式,加減法か代入法を選んで解く,160.5,3.210,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,かっこのある方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-06sｰ04.txt,中学2年,連立方程式,加減法か代入法を選んで解く,163.5,3.270,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,かっこのある方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-07bｰ01.txt,中学2年,連立方程式,かっこのある連立方程式,145.5,2.910,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,分数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-07bｰ02.txt,中学2年,連立方程式,かっこのある連立方程式,148.5,2.970,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,分数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-07bｰ03.txt,中学2年,連立方程式,かっこのある連立方程式,145.5,2.910,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,分数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-07bｰ04.txt,中学2年,連立方程式,かっこのある連立方程式,148.5,2.970,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,分数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-07sｰ01.txt,中学2年,連立方程式,かっこのある連立方程式,162.5,3.250,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,分数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-07sｰ02.txt,中学2年,連立方程式,かっこのある連立方程式,165.5,3.310,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,分数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-07sｰ03.txt,中学2年,連立方程式,かっこのある連立方程式,162.5,3.250,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,分数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-07sｰ04.txt,中学2年,連立方程式,かっこのある連立方程式,165.5,3.310,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,分数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-08bｰ01.txt,中学2年,連立方程式,係数に分数を含む連立方程式,147.5,2.950,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,小数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-08bｰ02.txt,中学2年,連立方程式,係数に分数を含む連立方程式,150.5,3.010,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,小数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-08bｰ03.txt,中学2年,連立方程式,係数に分数を含む連立方程式,147.5,2.950,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,小数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-08bｰ04.txt,中学2年,連立方程式,係数に分数を含む連立方程式,150.5,3.010,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,小数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-08sｰ01.txt,中学2年,連立方程式,係数に分数を含む連立方程式,164.4,3.288,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,小数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-08sｰ02.txt,中学2年,連立方程式,係数に分数を含む連立方程式,167.4,3.348,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,小数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-08sｰ03.txt,中学2年,連立方程式,係数に分数を含む連立方程式,164.4,3.288,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,小数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-08sｰ04.txt,中学2年,連立方程式,係数に分数を含む連立方程式,167.4,3.348,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,小数が含まれる方程式の解き方；加減法①2つの式をそのまま加減する
m-jh2-A-03-09bｰ01.txt,中学2年,連立方程式,係数に小数を含む連立方程式,149.4,2.988,0.0140,0.700,18.0,0.360,0.0038,0.190,連立方程式；連立方程式,連立方程式とその解；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-09bｰ02.txt,中学2年,連立方程式,係数に小数を含む連立方程式,152.4,3.048,0.0144,0.720,18.0,0.360,0.0038,0.190,連立方程式；連立方程式,連立方程式とその解；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-09bｰ03.txt,中学2年,連立方程式,係数に小数を含む連立方程式,149.4,2.988,0.0140,0.700,18.0,0.360,0.0038,0.190,連立方程式；連立方程式,連立方程式とその解；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-09bｰ04.txt,中学2年,連立方程式,係数に小数を含む連立方程式,152.4,3.048,0.0144,0.720,18.0,0.360,0.0038,0.190,連立方程式；連立方程式,連立方程式とその解；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-09sｰ01.txt,中学2年,連立方程式,係数に小数を含む連立方程式,166.4,3.328,0.0158,0.790,20.0,0.400,0.0042,0.210,連立方程式；連立方程式,連立方程式とその解；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-09sｰ02.txt,中学2年,連立方程式,係数に小数を含む連立方程式,169.4,3.388,0.0162,0.810,20.0,0.400,0.0042,0.210,連立方程式；連立方程式,連立方程式とその解；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-09sｰ03.txt,中学2年,連立方程式,係数に小数を含む連立方程式,166.4,3.328,0.0158,0.790,20.0,0.400,0.0042,0.210,連立方程式；連立方程式,連立方程式とその解；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-09sｰ04.txt,中学2年,連立方程式,係数に小数を含む連立方程式,169.4,3.388,0.0162,0.810,20.0,0.400,0.0042,0.210,連立方程式；連立方程式,連立方程式とその解；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-10bｰ01.txt,中学2年,連立方程式,A＝B=Cの形をした連立方程式,151.4,3.028,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式；連立方程式,代金の問題；加減法①2つの式をそのまま加減する；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-10bｰ02.txt,中学2年,連立方程式,A＝B=Cの形をした連立方程式,154.4,3.088,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式；連立方程式,代金の問題；加減法①2つの式をそのまま加減する；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-10bｰ03.txt,中学2年,連立方程式,A＝B=Cの形をした連立方程式,151.4,3.028,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式；連立方程式,代金の問題；加減法①2つの式をそのまま加減する；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-10bｰ04.txt,中学2年,連立方程式,A＝B=Cの形をした連立方程式,154.4,3.088,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式；連立方程式,代金の問題；加減法①2つの式をそのまま加減する；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-10sｰ01.txt,中学2年,連立方程式,A＝B=Cの形をした連立方程式,168.4,3.368,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式；連立方程式,代金の問題；加減法①2つの式をそのまま加減する；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-10sｰ02.txt,中学2年,連立方程式,A＝B=Cの形をした連立方程式,171.4,3.428,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；連立方程式；連立方程式,代金の問題；加減法①2つの式をそのまま加減する；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-10sｰ03.txt,中学2年,連立方程式,A＝B=Cの形をした連立方程式,168.4,3.368,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式；連立方程式,代金の問題；加減法①2つの式をそのまま加減する；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-10sｰ04.txt,中学2年,連立方程式,A＝B=Cの形をした連立方程式,171.4,3.428,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；連立方程式；連立方程式,代金の問題；加減法①2つの式をそのまま加減する；代入法　1つの式から、x= 〜もしくは、y=〜という形を作り、もう一方の式に代入して解く
m-jh2-A-03-11bｰ01.txt,中学2年,連立方程式,連立方程式の文章題（数、量、代金の問題）,153.4,3.068,0.0140,0.700,18.0,0.360,0.0038,0.190,連立方程式,連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-11bｰ02.txt,中学2年,連立方程式,連立方程式の文章題（数、量、代金の問題）,153.4,3.068,0.0140,0.700,18.0,0.360,0.0038,0.190,連立方程式,連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-11bｰ03.txt,中学2年,連立方程式,連立方程式の文章題（数、量、代金の問題）,153.4,3.068,0.0140,0.700,18.0,0.360,0.0038,0.190,連立方程式,連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-11bｰ04.txt,中学2年,連立方程式,連立方程式の文章題（数、量、代金の問題）,153.4,3.068,0.0140,0.700,18.0,0.360,0.0038,0.190,連立方程式,連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-11sｰ01.txt,中学2年,連立方程式,連立方程式の文章題（数、量、代金の問題）,170.4,3.408,0.0158,0.790,20.0,0.400,0.0042,0.210,連立方程式,連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-11sｰ02.txt,中学2年,連立方程式,連立方程式の文章題（数、量、代金の問題）,170.4,3.408,0.0158,0.790,20.0,0.400,0.0042,0.210,連立方程式,連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-11sｰ03.txt,中学2年,連立方程式,連立方程式の文章題（数、量、代金の問題）,170.4,3.408,0.0158,0.790,20.0,0.400,0.0042,0.210,連立方程式,連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-11sｰ04.txt,中学2年,連立方程式,連立方程式の文章題（数、量、代金の問題）,170.4,3.408,0.0158,0.790,20.0,0.400,0.0042,0.210,連立方程式,連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-12bｰ01.txt,中学2年,連立方程式,連立方程式の文章題（数字の問題）,155.4,3.108,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,速さに関する問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-12bｰ02.txt,中学2年,連立方程式,連立方程式の文章題（数字の問題）,158.4,3.168,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,速さに関する問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-12bｰ03.txt,中学2年,連立方程式,連立方程式の文章題（数字の問題）,155.4,3.108,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,速さに関する問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-12bｰ04.txt,中学2年,連立方程式,連立方程式の文章題（数字の問題）,158.4,3.168,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,速さに関する問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-12sｰ01.txt,中学2年,連立方程式,連立方程式の文章題（数字の問題）,172.3,3.446,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,速さに関する問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-12sｰ02.txt,中学2年,連立方程式,連立方程式の文章題（数字の問題）,175.3,3.506,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,速さに関する問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-12sｰ03.txt,中学2年,連立方程式,連立方程式の文章題（数字の問題）,172.3,3.446,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,速さに関する問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-12sｰ04.txt,中学2年,連立方程式,連立方程式の文章題（数字の問題）,175.3,3.506,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,速さに関する問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-13bｰ01.txt,中学2年,連立方程式,連立方程式の文章題（速さ、距離、時間に関する問題）,157.3,3.146,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,割合問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-13bｰ02.txt,中学2年,連立方程式,連立方程式の文章題（速さ、距離、時間に関する問題）,157.3,3.146,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,割合問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-13bｰ03.txt,中学2年,連立方程式,連立方程式の文章題（速さ、距離、時間に関する問題）,157.3,3.146,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,割合問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-13bｰ04.txt,中学2年,連立方程式,連立方程式の文章題（速さ、距離、時間に関する問題）,157.3,3.146,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；連立方程式,割合問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-13sｰ01.txt,中学2年,連立方程式,連立方程式の文章題（速さ、距離、時間に関する問題）,174.3,3.486,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,割合問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-13sｰ02.txt,中学2年,連立方程式,連立方程式の文章題（速さ、距離、時間に関する問題）,174.3,3.486,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,割合問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-13sｰ03.txt,中学2年,連立方程式,連立方程式の文章題（速さ、距離、時間に関する問題）,174.3,3.486,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,割合問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-13sｰ04.txt,中学2年,連立方程式,連立方程式の文章題（速さ、距離、時間に関する問題）,174.3,3.486,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；連立方程式,割合問題；連立方程式の文章題（数、量、代金の問題）
m-jh2-A-03-14bｰ01.txt,中学2年,連立方程式,連立方程式の文章題（割合に関する問題）,159.3,3.186,0.0140,0.700,18.0,0.360,0.0038,0.190,連立方程式,連立方程式の文章題（割合に関する問題）
m-jh2-A-03-14bｰ02.txt,中学2年,連立方程式,連立方程式の文章題（割合に関する問題）,162.3,3.246,0.0144,0.720,18.0,0.360,0.0038,0.190,連立方程式,連立方程式の文章題（割合に関する問題）
m-jh2-A-03-14bｰ03.txt,中学2年,連立方程式,連立方程式の文章題（割合に関する問題）,159.3,3.186,0.0140,0.700,18.0,0.360,0.0038,0.190,連立方程式,連立方程式の文章題（割合に関する問題）
m-jh2-A-03-14bｰ04.txt,中学2年,連立方程式,連立方程式の文章題（割合に関する問題）,162.3,3.246,0.0144,0.720,18.0,0.360,0.0038,0.190,連立方程式,連立方程式の文章題（割合に関する問題）
m-jh2-A-03-14sｰ01.txt,中学2年,連立方程式,連立方程式の文章題（割合に関する問題）,176.3,3.526,0.0158,0.790,20.0,0.400,0.0042,0.210,連立方程式,連立方程式の文章題（割合に関する問題）
m-jh2-A-03-14sｰ02.txt,中学2年,連立方程式,連立方程式の文章題（割合に関する問題）,179.3,3.586,0.0162,0.810,20.0,0.400,0.0042,0.210,連立方程式,連立方程式の文章題（割合に関する問題）
m-jh2-A-03-14sｰ03.txt,中学2年,連立方程式,連立方程式の文章題（割合に関する問題）,176.3,3.526,0.0158,0.790,20.0,0.400,0.0042,0.210,連立方程式,連立方程式の文章題（割合に関する問題）
m-jh2-A-03-14sｰ04.txt,中学2年,連立方程式,連立方程式の文章題（割合に関する問題）,179.3,3.586,0.0162,0.810,20.0,0.400,0.0042,0.210,連立方程式,連立方程式の文章題（割合に関する問題）
m-jh2-A-03-15bｰ01.txt,中学2年,連立方程式,連立方程式の文章題（濃度に関する問題）,161.3,3.226,0.0140,0.700,18.0,0.360,0.0038,0.190,,
m-jh2-A-03-15bｰ02.txt,中学2年,連立方程式,連立方程式の文章題（濃度に関する問題）,164.3,3.286,0.0144,0.720,18.0,0.360,0.0038,0.190,,
m-jh2-A-03-15bｰ03.txt,中学2年,連立方程式,連立方程式の文章題（濃度に関する問題）,161.3,3.226,0.0140,0.700,18.0,0.360,0.0038,0.190,,
m-jh2-A-03-15bｰ04.txt,中学2年,連立方程式,連立方程式の文章題（濃度に関する問題）,164.3,3.286,0.0144,0.720,18.0,0.360,0.0038,0.190,,
m-jh2-A-03-15sｰ01.txt,中学2年,連立方程式,連立方程式の文章題（濃度に関する問題）,178.3,3.566,0.0158,0.790,20.0,0.400,0.0042,0.210,,
m-jh2-A-03-15sｰ02.txt,中学2年,連立方程式,連立方程式の文章題（濃度に関する問題）,181.3,3.626,0.0162,0.810,20.0,0.400,0.0042,0.210,,
m-jh2-A-03-15sｰ03.txt,中学2年,連立方程式,連立方程式の文章題（濃度に関する問題）,178.3,3.566,0.0158,0.790,20.0,0.400,0.0042,0.210,,
m-jh2-A-03-15sｰ04.txt,中学2年,連立方程式,連立方程式の文章題（濃度に関する問題）,181.3,3.626,0.0162,0.810,20.0,0.400,0.0042,0.210,,
m-jh3-A-01-01b-01.txt,中学3年,多項式の計算,単項式と多項式の乗法,208.0,4.160,0.0140,0.700,18.0,0.360,0.0038,0.190,文字と式；多項式の計算,1次式の計算（分配法則）；数と多項式の乗法
m-jh3-A-01-01bｰ01.txt,中学3年,多項式の計算,単項式と多項式の乗法,208.0,4.160,0.0140,0.700,18.0,0.360,0.0038,0.190,文字と式；多項式の計算,1次式の計算（分配法則）；数と多項式の乗法
m-jh3-A-01-01b-02.txt,中学3年,多項式の計算,単項式と多項式の乗法,211.0,4.220,0.0144,0.720,18.0,0.360,0.0038,0.190,文字と式；多項式の計算,1次式の計算（分配法則）；数と多項式の乗法
m-jh3-A-01-01bｰ02.txt,中学3年,多項式の計算,単項式と多項式の乗法,211.0,4.220,0.0144,0.720,18.0,0.360,0.0038,0.190,文字と式；多項式の計算,1次式の計算（分配法則）；数と多項式の乗法
m-jh3-A-01-01s-01.txt,中学3年,多項式の計算,単項式と多項式の乗法,224.5,4.490,0.0158,0.790,20.0,0.400,0.0042,0.210,文字と式；多項式の計算,1次式の計算（分配法則）；数と多項式の乗法
m-jh3-A-01-01s-02.txt,中学3年,多項式の計算,単項式と多項式の乗法,227.5,4.550,0.0162,0.810,20.0,0.400,0.0042,0.210,文字と式；多項式の計算,1次式の計算（分配法則）；数と多項式の乗法
m-jh3-A-01-02b-01.txt,中学3年,多項式の計算,多項式を単項式でわる除法,209.0,4.180,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算；多項式の計算,多項式と数の除法；単項式と多項式の乗法
m-jh3-A-01-02b-02.txt,中学3年,多項式の計算,多項式を単項式でわる除法,212.0,4.240,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算；多項式の計算,多項式と数の除法；単項式と多項式の乗法
m-jh3-A-01-02s-01.txt,中学3年,多項式の計算,多項式を単項式でわる除法,225.6,4.512,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算,多項式と数の除法；単項式と多項式の乗法
m-jh3-A-01-02s-02.txt,中学3年,多項式の計算,多項式を単項式でわる除法,228.6,4.572,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算,多項式と数の除法；単項式と多項式の乗法
m-jh3-A-01-03b-01.txt,中学3年,多項式の計算,多項式と多項式の乗法（展開）,210.1,4.202,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算；多項式の計算,多項式の加法と減法；単項式と多項式の乗法
m-jh3-A-01-03b-02.txt,中学3年,多項式の計算,多項式と多項式の乗法（展開）,213.1,4.262,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算；多項式の計算,多項式の加法と減法；単項式と多項式の乗法
m-jh3-A-01-03s-01.txt,中学3年,多項式の計算,多項式と多項式の乗法（展開）,226.6,4.532,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算,多項式の加法と減法；単項式と多項式の乗法
m-jh3-A-01-03s-02.txt,中学3年,多項式の計算,多項式と多項式の乗法（展開）,229.6,4.592,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算,多項式の加法と減法；単項式と多項式の乗法
m-jh3-A-01-04b-01.txt,中学3年,多項式の計算,多項式の展開（同類項を含む）,211.1,4.222,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算；多項式の計算,同類項；多項式と多項式の乗法（展開）
m-jh3-A-01-04b-02.txt,中学3年,多項式の計算,多項式の展開（同類項を含む）,214.1,4.282,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算；多項式の計算,同類項；多項式と多項式の乗法（展開）
m-jh3-A-01-04s-01.txt,中学3年,多項式の計算,多項式の展開（同類項を含む）,227.7,4.554,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算,同類項；多項式と多項式の乗法（展開）
m-jh3-A-01-04s-02.txt,中学3年,多項式の計算,多項式の展開（同類項を含む）,230.7,4.614,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算；多項式の計算,同類項；多項式と多項式の乗法（展開）
m-jh3-A-01-05b-01.txt,中学3年,多項式の計算,(x + a)(x + b)の展開,212.2,4.244,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算,多項式と多項式の乗法（展開）
m-jh3-A-01-05b-02.txt,中学3年,多項式の計算,(x + a)(x + b)の展開,215.2,4.304,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算,多項式と多項式の乗法（展開）
m-jh3-A-01-05s-01.txt,中学3年,多項式の計算,(x + a)(x + b)の展開,228.7,4.574,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算,多項式と多項式の乗法（展開）
m-jh3-A-01-05s-02.txt,中学3年,多項式の計算,(x + a)(x + b)の展開,231.7,4.634,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算,多項式と多項式の乗法（展開）
m-jh3-A-01-06b-01.txt,中学3年,多項式の計算,(x + a)^2の展開,213.2,4.264,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算,多項式と多項式の乗法（展開）
m-jh3-A-01-06b-02.txt,中学3年,多項式の計算,(x + a)^2の展開,216.2,4.324,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算,多項式と多項式の乗法（展開）
m-jh3-A-01-06s-01.txt,中学3年,多項式の計算,(x + a)^2の展開,229.7,4.594,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算,多項式と多項式の乗法（展開）
m-jh3-A-01-06s-02.txt,中学3年,多項式の計算,(x + a)^2の展開,232.7,4.654,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算,多項式と多項式の乗法（展開）
