ファイル名,問題番号,IRT困難度_300尺度,IRT困難度_theta換算,識別力_300尺度,識別力_theta換算,推定誤差_300尺度,推定誤差_theta換算,識別力の推定誤差_300尺度,識別力の推定誤差_theta換算
m-jh2-A-01-09b.txt,問題1,117.8,2.356,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-09b.txt,問題2,120.8,2.416,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-09s.txt,問題1,134.8,2.696,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-01-09s.txt,問題2,137.8,2.756,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-01-10b.txt,問題1,119.8,2.396,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-10b.txt,問題2,122.8,2.456,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-10b.txt,問題3,125.8,2.516,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-A-01-10s.txt,問題1,136.8,2.736,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-01-10s.txt,問題2,139.8,2.796,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-01-11b.txt,問題1,121.8,2.436,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-11b.txt,問題2,124.8,2.496,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-11s.txt,問題1,138.8,2.776,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-01-11s.txt,問題2,141.8,2.836,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-01-12b.txt,問題1,123.8,2.476,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-12b.txt,問題2,126.8,2.536,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-12s.txt,問題1,140.7,2.814,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-01-12s.txt,問題2,143.7,2.874,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-01-13b.txt,問題1,125.7,2.514,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-01-13b.txt,問題2,128.7,2.574,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-01-13s.txt,問題1,142.7,2.854,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-01-13s.txt,問題2,145.7,2.914,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-02-01b.txt,問題1,127.7,2.554,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-02-01b.txt,問題2,130.7,2.614,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-02-01s.txt,問題1,144.7,2.894,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-02-01s.txt,問題2,147.7,2.954,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-02-02b.txt,問題1,129.7,2.594,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-02-02b.txt,問題2,132.7,2.654,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-02-02s.txt,問題1,146.7,2.934,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-02-02s.txt,問題2,149.7,2.994,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-02-03b.txt,問題1,131.7,2.634,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-02-03b.txt,問題2,134.7,2.694,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-02-03b.txt,問題3,137.7,2.754,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-A-02-03s.txt,問題1,148.6,2.972,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-02-03s.txt,問題2,151.6,3.032,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-01b.txt,問題1,133.6,2.672,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-01b.txt,問題2,136.6,2.732,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-01b.txt,問題3,139.6,2.792,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-A-03-01b.txt,問題4,142.6,2.852,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh2-A-03-01s.txt,問題1,150.6,3.012,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-01s.txt,問題2,153.6,3.072,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-02b.txt,問題1,135.6,2.712,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-02b.txt,問題2,138.6,2.772,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-02s.txt,問題1,152.6,3.052,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-02s.txt,問題2,155.6,3.112,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-03b.txt,問題1,137.6,2.752,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-03b.txt,問題2,140.6,2.812,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-03s.txt,問題1,154.6,3.092,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-03s.txt,問題2,157.6,3.152,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-04b.txt,問題1,139.6,2.792,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-04b.txt,問題2,142.6,2.852,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-04s.txt,問題1,156.5,3.130,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-04s.txt,問題2,159.5,3.190,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-05b.txt,問題1,141.5,2.830,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-05b.txt,問題2,144.5,2.890,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-05s.txt,問題1,158.5,3.170,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-05s.txt,問題2,161.5,3.230,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-05s.txt,問題3,164.5,3.290,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh2-A-03-06b.txt,問題1,143.5,2.870,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-06b.txt,問題2,146.5,2.930,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-06s.txt,問題1,160.5,3.210,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-06s.txt,問題2,163.5,3.270,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-07b.txt,問題1,145.5,2.910,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-07b.txt,問題2,148.5,2.970,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-07s.txt,問題1,162.5,3.250,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-07s.txt,問題2,165.5,3.310,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-08b.txt,問題1,147.5,2.950,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-08b.txt,問題2,150.5,3.010,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-08s.txt,問題1,164.4,3.288,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-08s.txt,問題2,167.4,3.348,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-09b.txt,問題1,149.4,2.988,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-09b.txt,問題2,152.4,3.048,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-09s.txt,問題1,166.4,3.328,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-09s.txt,問題2,169.4,3.388,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-10b.txt,問題1,151.4,3.028,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-10b.txt,問題2,154.4,3.088,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-10s.txt,問題1,168.4,3.368,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-10s.txt,問題2,171.4,3.428,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-11b.txt,問題1,153.4,3.068,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-11s.txt,問題1,170.4,3.408,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-12b.txt,問題1,155.4,3.108,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-12b.txt,問題2,158.4,3.168,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-12s.txt,問題1,172.3,3.446,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-12s.txt,問題2,175.3,3.506,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-13b.txt,問題1,157.3,3.146,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-13s.txt,問題1,174.3,3.486,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-14b.txt,問題1,159.3,3.186,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-14b.txt,問題2,162.3,3.246,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-14s.txt,問題1,176.3,3.526,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-14s.txt,問題2,179.3,3.586,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-A-03-15b.txt,問題1,161.3,3.226,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-A-03-15b.txt,問題2,164.3,3.286,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-A-03-15s.txt,問題1,178.3,3.566,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh2-A-03-15s.txt,問題2,181.3,3.626,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh2-B-01-01b.txt,問題1,163.3,3.266,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-B-01-01b.txt,問題2,166.3,3.326,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-B-01-01b.txt,問題3,169.3,3.386,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-B-01-02b.txt,問題1,164.2,3.284,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-B-01-02b.txt,問題2,167.2,3.344,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-B-01-02b.txt,問題3,170.2,3.404,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-B-01-04b.txt,問題1,165.2,3.304,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-B-01-04b.txt,問題2,168.2,3.364,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-B-01-04b.txt,問題3,171.2,3.424,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-B-01-09b.txt,問題1,166.2,3.324,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-B-01-12b.txt,問題1,167.2,3.344,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-B-01-12b.txt,問題2,170.2,3.404,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-B-01-12b.txt,問題3,173.2,3.464,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-B-01-13b.txt,問題1,168.2,3.364,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-B-01-13b.txt,問題2,171.2,3.424,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-B-01-13b.txt,問題3,174.2,3.484,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-B-01-14b.txt,問題1,169.2,3.384,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-B-01-14b.txt,問題2,172.2,3.444,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-B-01-14b.txt,問題3,175.2,3.504,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-B-01-18b.txt,問題1,170.2,3.404,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-B-01-18b.txt,問題2,173.2,3.464,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-B-01-18b.txt,問題3,176.2,3.524,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-B-01-19b.txt,問題1,171.2,3.424,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-B-01-19b.txt,問題2,174.2,3.484,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-B-01-19b.txt,問題3,177.2,3.544,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-C-01-01b.txt,問題1,172.1,3.442,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-C-01-01b.txt,問題2,175.1,3.502,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-C-01-01b.txt,問題3,178.1,3.562,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-C-01-02b.txt,問題1,173.1,3.462,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-C-01-02b.txt,問題2,176.1,3.522,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-C-01-02b.txt,問題3,179.1,3.582,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-C-01-02b.txt,問題4,182.1,3.642,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh2-C-01-03b.txt,問題1,174.1,3.482,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-C-01-03b.txt,問題2,177.1,3.542,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-C-01-03b.txt,問題3,180.1,3.602,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-C-01-03b.txt,問題4,183.1,3.662,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh2-C-01-06b.txt,問題1,175.1,3.502,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-C-01-06b.txt,問題2,178.1,3.562,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-C-01-06b.txt,問題3,181.1,3.622,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-C-01-06b.txt,問題4,184.1,3.682,0.0152,0.760,18.0,0.360,0.0038,0.190
m-jh2-C-02-01b.txt,問題1,176.1,3.522,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-C-02-01b.txt,問題2,179.1,3.582,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-C-02-03b.txt,問題1,177.1,3.542,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-C-02-03b.txt,問題2,180.1,3.602,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-C-02-04b.txt,問題1,178.1,3.562,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-C-02-04b.txt,問題2,181.1,3.622,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-C-02-05b.txt,問題1,179.1,3.582,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-C-02-05b.txt,問題2,182.1,3.642,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-C-02-06b.txt,問題1,180.0,3.600,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-C-02-06b.txt,問題2,183.0,3.660,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-C-02-07b.txt,問題1,181.0,3.620,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-C-02-07b.txt,問題2,184.0,3.680,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-D-02-02b.txt,問題1,182.0,3.640,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-D-02-02b.txt,問題2,185.0,3.700,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-D-02-02b.txt,問題3,188.0,3.760,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh2-D-02-04b.txt,問題1,183.0,3.660,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh2-D-02-04b.txt,問題2,186.0,3.720,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh2-D-02-04b.txt,問題3,189.0,3.780,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-A-01-01b.txt,問題1,208.0,4.160,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-01-01b.txt,問題2,211.0,4.220,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-01-01s.txt,問題1,224.5,4.490,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-01-01s.txt,問題2,227.5,4.550,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-01-02b.txt,問題1,209.0,4.180,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-01-02b.txt,問題2,212.0,4.240,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-01-02s.txt,問題1,225.6,4.512,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-01-02s.txt,問題2,228.6,4.572,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-01-03b.txt,問題1,210.1,4.202,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-01-03b.txt,問題2,213.1,4.262,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-01-03b.txt,問題3,216.1,4.322,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-A-01-03s.txt,問題1,226.6,4.532,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-01-03s.txt,問題2,229.6,4.592,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-01-04b.txt,問題1,211.1,4.222,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-01-04b.txt,問題2,214.1,4.282,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-01-04s.txt,問題1,227.7,4.554,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-01-04s.txt,問題2,230.7,4.614,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-01-05b.txt,問題1,212.2,4.244,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-01-05b.txt,問題2,215.2,4.304,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-01-05s.txt,問題1,228.7,4.574,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-01-05s.txt,問題2,231.7,4.634,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-01-06b.txt,問題1,213.2,4.264,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-01-06b.txt,問題2,216.2,4.324,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-01-06s.txt,問題1,229.7,4.594,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-01-06s.txt,問題2,232.7,4.654,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-01-07b.txt,問題1,214.3,4.286,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-01-07b.txt,問題2,217.3,4.346,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-01-07s.txt,問題1,230.8,4.616,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-01-07s.txt,問題2,233.8,4.676,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-01-07s.txt,問題3,236.8,4.736,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh3-A-01-08b.txt,問題1,215.3,4.306,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-01-08b.txt,問題2,218.3,4.366,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-01-08s.txt,問題1,231.8,4.636,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-01-08s.txt,問題2,234.8,4.696,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-01-09b.txt,問題1,216.4,4.328,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-01-09b.txt,問題2,219.4,4.388,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-01-09s.txt,問題1,232.9,4.658,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-01-09s.txt,問題2,235.9,4.718,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-01-10b.txt,問題1,217.4,4.348,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-01-10b.txt,問題2,220.4,4.408,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-01-10s.txt,問題1,233.9,4.678,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-01-10s.txt,問題2,236.9,4.738,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-02-01b.txt,問題1,218.4,4.368,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-02-01b.txt,問題2,221.4,4.428,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-02-01s.txt,問題1,235.0,4.700,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-02-01s.txt,問題2,238.0,4.760,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-02-02b.txt,問題1,219.5,4.390,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-02-02b.txt,問題2,222.5,4.450,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-02-02s.txt,問題1,236.0,4.720,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-02-02s.txt,問題2,239.0,4.780,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-02-03b.txt,問題1,220.5,4.410,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-02-03b.txt,問題2,223.5,4.470,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-02-03s.txt,問題1,237.1,4.742,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-02-03s.txt,問題2,240.1,4.802,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-02-04b.txt,問題1,221.6,4.432,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-02-04b.txt,問題2,224.6,4.492,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-02-04s.txt,問題1,238.1,4.762,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-02-04s.txt,問題2,241.1,4.822,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-02-05b.txt,問題1,222.6,4.452,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-02-05b.txt,問題2,225.6,4.512,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-02-05s.txt,問題1,239.1,4.782,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-02-05s.txt,問題2,242.1,4.842,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-02-06b.txt,問題1,223.7,4.474,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-02-06b.txt,問題2,226.7,4.534,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-02-06s.txt,問題1,240.2,4.804,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-02-06s.txt,問題2,243.2,4.864,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-03-01b.txt,問題1,224.7,4.494,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-03-01b.txt,問題2,227.7,4.554,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-03-01b.txt,問題3,230.7,4.614,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-A-03-01s.txt,問題1,241.2,4.824,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-03-01s.txt,問題2,244.2,4.884,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-03-01s.txt,問題3,247.2,4.944,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh3-A-03-02b.txt,問題1,225.8,4.516,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-03-02b.txt,問題2,228.8,4.576,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-03-02s.txt,問題1,242.3,4.846,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-03-02s.txt,問題2,245.3,4.906,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-01b.txt,問題1,226.8,4.536,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-01b.txt,問題2,229.8,4.596,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-01s.txt,問題1,243.3,4.866,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-01s.txt,問題2,246.3,4.926,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-02b.txt,問題1,227.9,4.558,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-02b.txt,問題2,230.9,4.618,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-03b.txt,問題1,228.4,4.568,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-03b.txt,問題2,231.4,4.628,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-03b.txt,問題3,234.4,4.688,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-A-04-03s.txt,問題1,244.9,4.898,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-03s.txt,問題2,247.9,4.958,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-04b.txt,問題1,229.4,4.588,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-04b.txt,問題2,232.4,4.648,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-04b.txt,問題3,235.4,4.708,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-A-04-04s.txt,問題1,245.9,4.918,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-04s.txt,問題2,248.9,4.978,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-05b.txt,問題1,230.5,4.610,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-05b.txt,問題2,233.5,4.670,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-05s.txt,問題1,247.0,4.940,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-05s.txt,問題2,250.0,5.000,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-06b.txt,問題1,231.5,4.630,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-06b.txt,問題2,234.5,4.690,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-06s.txt,問題1,248.0,4.960,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-06s.txt,問題2,251.0,5.020,0.0162,0.810,20.0,0.400,0.0042,0.210
m-jh3-A-04-06s.txt,問題3,254.0,5.080,0.0166,0.830,20.0,0.400,0.0042,0.210
m-jh3-A-04-07b.txt,問題1,232.6,4.652,0.0140,0.700,18.0,0.360,0.0038,0.190
m-jh3-A-04-07b.txt,問題2,235.6,4.712,0.0144,0.720,18.0,0.360,0.0038,0.190
m-jh3-A-04-07b.txt,問題3,238.6,4.772,0.0148,0.740,18.0,0.360,0.0038,0.190
m-jh3-A-04-07s.txt,問題1,249.1,4.982,0.0158,0.790,20.0,0.400,0.0042,0.210
m-jh3-A-04-07s.txt,問題2,252.1,5.042,0.0162,0.810,20.0,0.400,0.0042,0.210
